ASIN,Group_int,TF_IDF 
0674471210,0,"  (0, 29)	0.6337151093670027
  (0, 196)	0.5020735161726887
  (0, 179)	0.5884958322010111"
0880118776,0,"  (0, 486)	1.0"
0691058822,0,
0136059406,0,"  (0, 166)	0.6997985165232999
  (0, 559)	0.7143402804488828"
0439110130,0,"  (0, 237)	1.0"
0256136874,0,"  (0, 758)	0.7689951478800776
  (0, 482)	0.6392546147951517"
0819880302,0,"  (0, 611)	0.7715637472582126
  (0, 390)	0.6361520132145029"
6305276862,3,"  (0, 391)	1.0"
1581800924,0,"  (0, 485)	0.6948363702123367
  (0, 285)	0.7191678654042774"
0679769781,0,"  (0, 665)	0.7933959349219523
  (0, 362)	0.6087059145838173"
B000034D03,1,"  (0, 774)	0.5773371027112666
  (0, 590)	0.47049540200549395
  (0, 525)	0.5091194762166635
  (0, 531)	0.43140851343189723"
B000005CBR,1,"  (0, 776)	0.7111345101996206
  (0, 346)	0.7030559781433807"
0897931718,0,"  (0, 323)	0.41265234922536836
  (0, 3)	0.4055871265775494
  (0, 385)	0.36400865026241147
  (0, 318)	0.4299089760590279
  (0, 199)	0.4055871265775494
  (0, 100)	0.263595070798476
  (0, 135)	0.33750528540554825"
0810112442,0,"  (0, 618)	0.6701209760599456
  (0, 30)	0.561660557183988
  (0, 150)	0.4852579684541388"
0687074231,0,"  (0, 869)	0.67468824130477
  (0, 613)	0.7381028228133779"
0786707410,0,"  (0, 860)	1.0"
B00000JCDS,1,
0395340667,0,"  (0, 238)	0.6433156221019587
  (0, 470)	0.5916700029355761
  (0, 101)	0.48587201811360287"
B000002YAI,1,"  (0, 379)	0.7185769503514178
  (0, 353)	0.6954474577016269"
1570715882,0,"  (0, 702)	0.3957485754402754
  (0, 682)	0.3999764559543066
  (0, 607)	0.3957485754402754
  (0, 71)	0.3957485754402754
  (0, 698)	0.32786400767068874
  (0, 235)	0.3957485754402754
  (0, 113)	0.3256628429899823"
1893732398,0,"  (0, 372)	0.6218823385973938
  (0, 798)	0.5856862346853818
  (0, 339)	0.5198403518780512"
6303152821,3,"  (0, 110)	0.6873948994238497
  (0, 129)	0.7262838647843388"
037572737X,0,"  (0, 549)	0.7419943722159765
  (0, 39)	0.6704061094589002"
0471391395,0,"  (0, 753)	0.6253323094784737
  (0, 714)	0.5381512854899263
  (0, 851)	0.5651129945841434"
1879181975,0,
B00001R3GY,1,"  (0, 453)	0.7659841352104919
  (0, 471)	0.6428594750066572"
0465041930,0,"  (0, 470)	0.4960465060326624
  (0, 145)	0.5116723408523622
  (0, 38)	0.41739605930598167
  (0, 168)	0.5638349130155822"
0803258348,0,"  (0, 526)	0.5777802032060229
  (0, 481)	0.5163689931084727
  (0, 680)	0.6320863071917859"
B00000IBRI,2,
0930118197,0,"  (0, 114)	0.868060982946193
  (0, 359)	0.4964575811552175"
0761924582,0,"  (0, 248)	0.5022757182833579
  (0, 595)	0.48045991539440225
  (0, 609)	0.4093407375080021
  (0, 796)	0.40318610465067806
  (0, 221)	0.43215564112384114"
1560232579,0,"  (0, 666)	0.7689951478800776
  (0, 386)	0.6392546147951517"
0684836599,0,"  (0, 259)	0.8567722679274176
  (0, 107)	0.43240770993800737
  (0, 449)	0.28100685631613587"
0393320774,0,"  (0, 813)	0.5161509269858036
  (0, 205)	0.5551307111424109
  (0, 757)	0.4142830878228013
  (0, 165)	0.5037733987242894"
B00004TGT4,1,"  (0, 13)	0.4847373182292374
  (0, 157)	0.3870146293864822
  (0, 379)	0.3978516209815787
  (0, 353)	0.38504560745901784
  (0, 803)	0.3576587176892158
  (0, 823)	0.42518656902179164"
0884897443,0,"  (0, 791)	0.23685189834341827
  (0, 885)	0.5560529703656552
  (0, 122)	0.27544072038878575
  (0, 661)	0.48320478109182496
  (0, 39)	0.19093390211814387
  (0, 543)	0.34822679494169445
  (0, 87)	0.40943151538069605"
B000000VC2,1,
B000002P95,1,"  (0, 256)	0.8153041670350509
  (0, 85)	0.5790329137581749"
013032616X,0,"  (0, 559)	0.7572608347737285
  (0, 624)	0.6531125692541798"
0553214861,0,
0782142265,0,"  (0, 807)	0.6219953171986994
  (0, 456)	0.6219953171986994
  (0, 606)	0.4756507655473488"
0671026321,0,"  (0, 606)	1.0"
B000005RRG,1,"  (0, 334)	1.0"
0159506530,0,"  (0, 122)	0.8582754866033003
  (0, 100)	0.5131892332228611"
0870405802,0,
0691005745,0,
0966308301,0,"  (0, 335)	0.578673586132101
  (0, 773)	0.5650223757599943
  (0, 359)	0.325601418385272
  (0, 113)	0.48976556835801044"
0060928247,0,"  (0, 272)	0.8277851822822228
  (0, 449)	0.5610451782111552"
0764307916,0,"  (0, 233)	0.8384781522365626
  (0, 100)	0.5449352147016743"
0963277677,0,"  (0, 442)	1.0"
0735200378,0,"  (0, 309)	0.76998715766635
  (0, 87)	0.6380593836226339"
B000003D1J,1,"  (0, 141)	1.0"
B000068QWX,1,"  (0, 531)	1.0"
0822321114,0,"  (0, 79)	0.39335476651748535
  (0, 197)	0.41119630414586683
  (0, 638)	0.37716181625746636
  (0, 772)	0.40614245430546825
  (0, 628)	0.34788822006580833
  (0, 188)	0.3800287462973484
  (0, 728)	0.32177451205768853"
0743214781,0,"  (0, 331)	0.5808602588376965
  (0, 121)	0.5184719625958785
  (0, 437)	0.4649415042126156
  (0, 135)	0.42144700896493814"
0553211757,0,"  (0, 190)	1.0"
1573920355,0,"  (0, 513)	0.733371206389268
  (0, 703)	0.42310455749119175
  (0, 352)	0.5321176628052602"
0815716974,0,"  (0, 862)	0.7891754236639595
  (0, 845)	0.6141678522072038"
0800634500,0,"  (0, 739)	1.0"
B000001066,1,
B000003NHL,1,"  (0, 441)	1.0"
B000003NHI,1,
0415068223,0,"  (0, 605)	0.6981507033362617
  (0, 580)	0.7159508331101258"
B0000039QD,1,"  (0, 850)	1.0"
0060933151,0,
1567511384,0,"  (0, 618)	0.4903208207040166
  (0, 520)	0.47046610476657147
  (0, 299)	0.4553335641845717
  (0, 629)	0.45204999943475455
  (0, 352)	0.3557657661832037"
B00007JGRB,1,
1572242310,0,"  (0, 701)	0.4754290988749647
  (0, 333)	0.49745897495708824
  (0, 568)	0.5084952610984621
  (0, 135)	0.41837717112409456
  (0, 359)	0.3047865684379632"
0890133255,0,"  (0, 199)	0.8142319311718156
  (0, 449)	0.580539716350411"
B00000IXS0,1,"  (0, 500)	1.0"
0531059057,0,"  (0, 544)	1.0"
0679886419,0,"  (0, 645)	0.44204120840286804
  (0, 750)	0.8969947436154418"
B00000427L,1,"  (0, 589)	1.0"
0743205863,0,"  (0, 491)	0.5361157823324473
  (0, 385)	0.4426738211115985
  (0, 579)	0.5228157326069909
  (0, 415)	0.49323773758213196"
0385495765,0,"  (0, 571)	0.7797659626656468
  (0, 352)	0.6260711169412922"
0451524934,0,
0876289685,0,"  (0, 829)	0.3499729519946543
  (0, 621)	0.358895902201648
  (0, 349)	0.3640179117701006
  (0, 444)	0.34417308637358224
  (0, 646)	0.3697101487841466
  (0, 878)	0.3210416702336005
  (0, 24)	0.3640179117701006
  (0, 5)	0.3542402045953988"
1592290132,0,"  (0, 852)	0.7570283207709111
  (0, 704)	0.38765924322450773
  (0, 624)	0.34754696351220266
  (0, 51)	0.3947651717753531"
0226816273,0,"  (0, 877)	0.44433767685540193
  (0, 131)	0.4388764996156811
  (0, 878)	0.3594432299686775
  (0, 566)	0.44433767685540193
  (0, 360)	0.3991598647921793
  (0, 484)	0.35211850662433136"
0380803305,0,"  (0, 186)	0.803279570790332
  (0, 471)	0.5956021584505047"
B000002N1E,1,"  (0, 279)	0.7270509460837468
  (0, 341)	0.6865835140743832"
0152003940,0,"  (0, 76)	0.6625038497952936
  (0, 451)	0.6335422823857741
  (0, 100)	0.3996408705773709"
0486402711,0,"  (0, 655)	0.49035171127740196
  (0, 727)	0.8066759776029614
  (0, 39)	0.32989250734993997"
1581800932,0,"  (0, 215)	1.0"
0380818590,0,"  (0, 96)	0.5627413824417816
  (0, 533)	0.48668317335706646
  (0, 565)	0.4680596350462152
  (0, 532)	0.47684568080146417"
155738486X,0,"  (0, 759)	0.5775392341219523
  (0, 785)	0.5341871168233532
  (0, 28)	0.6173269451998527"
0553297260,0,"  (0, 202)	1.0"
0812575059,0,"  (0, 549)	1.0"
0721681735,0,"  (0, 617)	0.36699913713668947
  (0, 180)	0.4201383577381078
  (0, 587)	0.4328949103911332
  (0, 152)	0.3982436589989708
  (0, 52)	0.38245095191073897
  (0, 631)	0.4433177728280076"
0743229320,0,"  (0, 829)	0.3885868961343426
  (0, 0)	0.4352382896077419
  (0, 21)	0.4406541946360181
  (0, 651)	0.36047628015260724
  (0, 252)	0.2523289109758757
  (0, 170)	0.2886983894269501
  (0, 359)	0.23291478932743137
  (0, 245)	0.36630949912553185"
0873419111,0,"  (0, 608)	0.6929594026716566
  (0, 53)	0.7209766058957398"
B00005Q47T,1,
0892817224,0,"  (0, 62)	0.46600129932331713
  (0, 133)	0.7481359014465747
  (0, 538)	0.39767102669352683
  (0, 359)	0.25493767184199617"
0140196161,0,"  (0, 100)	0.340232912574519
  (0, 476)	0.6004105360408369
  (0, 170)	0.39336413192013026
  (0, 359)	0.3173565467303306
  (0, 649)	0.5179751300770495"
0801846404,0,"  (0, 583)	0.6152712160801669
  (0, 214)	0.6229273680146059
  (0, 842)	0.4831178167296547"
0375701478,0,"  (0, 836)	0.47060351223314684
  (0, 292)	0.5682056740627666
  (0, 824)	0.48898898918971345
  (0, 544)	0.465364818919443"
B00000AF6D,1,"  (0, 24)	1.0"
006093316X,0,"  (0, 697)	0.6092259358349368
  (0, 58)	0.47522601116243657
  (0, 100)	0.39374418743285283
  (0, 352)	0.49796537257476814"
B00000I9M3,1,
1855321270,0,"  (0, 499)	0.5064387227690167
  (0, 503)	0.4482278762361461
  (0, 316)	0.5106887592270399
  (0, 57)	0.5308564610552154"
0691096384,0,"  (0, 362)	0.8088603179057193
  (0, 359)	0.5880008385346561"
0684856476,0,"  (0, 224)	0.7961313616722472
  (0, 549)	0.6051238344024251"
1840462299,0,
1580173071,0,"  (0, 626)	0.5042796703965323
  (0, 324)	0.44325980297961187
  (0, 479)	0.42410177670193966
  (0, 189)	0.45811992263648504
  (0, 382)	0.3993577100408098"
1896597521,0,"  (0, 669)	0.7908384168424326
  (0, 38)	0.6120249982199704"
0800756940,0,"  (0, 361)	0.747595781348401
  (0, 417)	0.664154009029588"
B00004T9SF,1,
B000008O1G,1,"  (0, 211)	1.0"
B000001GYJ,1,
0941355160,0,"  (0, 725)	0.3921294148921674
  (0, 19)	0.3656768005114601
  (0, 619)	0.3841468699682614
  (0, 492)	0.36833297450435193
  (0, 1)	0.36074125437669013
  (0, 444)	0.3482529088524301
  (0, 881)	0.3192737426734194
  (0, 85)	0.2755484310175847"
0521359376,0,"  (0, 311)	0.4369645427186754
  (0, 115)	0.42320639927055786
  (0, 270)	0.40578456850495753
  (0, 522)	0.4320005984645819
  (0, 585)	0.4028583183666687
  (0, 764)	0.34114201476126654"
0312252390,0,"  (0, 757)	0.3462052798011758
  (0, 594)	0.44375852926782244
  (0, 148)	0.3843316225612279
  (0, 689)	0.3633101941893386
  (0, 680)	0.4688639091412874
  (0, 298)	0.4285811630743449"
0345353749,0,"  (0, 453)	0.6578374785740004
  (0, 808)	0.753159911163228"
1576906779,0,"  (0, 348)	0.5338216967739376
  (0, 609)	0.45826085292531993
  (0, 14)	0.46911169542332526
  (0, 790)	0.5338216967739376"
1565847423,0,"  (0, 196)	0.6718537104980751
  (0, 267)	0.7406838675777735"
B00006JJ4T,1,"  (0, 36)	0.6390063719318111
  (0, 411)	0.5541634229013728
  (0, 141)	0.5334545504059164"
6305419655,3,"  (0, 697)	0.5689454430268784
  (0, 885)	0.6207455165990214
  (0, 43)	0.5394219929527928"
0802138144,0,"  (0, 366)	0.7102077979750249
  (0, 602)	0.7039921048530774"
0375727191,0,"  (0, 836)	0.6708455482631043
  (0, 625)	0.741597094368347"
0140150390,0,"  (0, 354)	0.6094324976174867
  (0, 448)	0.5071331794464095
  (0, 643)	0.6094324976174867"
0449208397,0,"  (0, 291)	0.7877715062767491
  (0, 449)	0.6159675753629097"
0875423248,0,"  (0, 444)	0.29773140471636106
  (0, 519)	0.2535248743959441
  (0, 375)	0.6128801925361395
  (0, 476)	0.6866287339640016"
0943497876,0,"  (0, 27)	0.4917134828676736
  (0, 381)	0.4801527868964915
  (0, 357)	0.4750774166309243
  (0, 824)	0.4179600928832173
  (0, 135)	0.3567659750677103"
0553372459,0,"  (0, 372)	0.6446353941740647
  (0, 120)	0.5847986150509835
  (0, 85)	0.49239799797775363"
B000007RPY,1,"  (0, 127)	0.7946899281737764
  (0, 85)	0.6070155830447503"
193028800X,0,"  (0, 348)	0.7096609543147064
  (0, 872)	0.704543348503937"
0312042787,0,
0847815706,0,"  (0, 148)	0.7221099256314237
  (0, 265)	0.6917783281547493"
031230269X,0,"  (0, 280)	0.8816894937031183
  (0, 359)	0.4718300930351294"
1878424114,0,"  (0, 71)	0.4018177126716148
  (0, 767)	0.3626199580437484
  (0, 738)	0.33642942701839984
  (0, 708)	0.3760980393887666
  (0, 188)	0.38436519466637514
  (0, 608)	0.32957367825934986
  (0, 240)	0.38436519466637514
  (0, 359)	0.21982443465743348"
0312198655,0,"  (0, 755)	1.0"
0688132359,0,"  (0, 770)	1.0"
0966531957,0,"  (0, 834)	0.8460532301336081
  (0, 876)	0.5330984259782502"
1556525060,0,"  (0, 289)	0.6007481948200307
  (0, 667)	0.5850249581740995
  (0, 100)	0.35586500144117006
  (0, 39)	0.4125621231804288"
0782128718,0,
0895554232,0,"  (0, 681)	0.7071067811865476
  (0, 488)	0.7071067811865476"
0738700827,0,
0140309276,0,"  (0, 616)	1.0"
0385492863,0,"  (0, 232)	0.6209027713481207
  (0, 611)	0.31045138567406033
  (0, 384)	0.6063047006884399
  (0, 484)	0.24601937669710236
  (0, 612)	0.29994793194477926"
0324121512,0,"  (0, 113)	1.0"
0878918639,0,"  (0, 275)	0.3907784565744888
  (0, 85)	0.28030526603918504
  (0, 790)	0.7493831267931109
  (0, 28)	0.36941936741146425
  (0, 378)	0.2658484831009121"
0883187078,0,"  (0, 468)	0.5374967474376868
  (0, 588)	0.5272307864865027
  (0, 669)	0.5141511572195663
  (0, 519)	0.41082055913076243"
0309067464,0,"  (0, 7)	0.7143477993235189
  (0, 484)	0.6997908413244956"
0471119784,0,"  (0, 761)	0.5608067097868901
  (0, 466)	0.5501283103885395
  (0, 344)	0.5092779910271352
  (0, 100)	0.35141229947515895"
0415223342,0,"  (0, 176)	0.5044124749481985
  (0, 722)	0.5119384404782413
  (0, 137)	0.48567163642468547
  (0, 127)	0.4976044110032661"
B0000032CW,1,"  (0, 85)	1.0"
1560239247,0,"  (0, 510)	1.0"
B0000657XS,1,"  (0, 481)	0.7821917333750078
  (0, 841)	0.6230377935886399"
0140296476,0,"  (0, 90)	1.0"
0812575385,0,"  (0, 135)	0.6948558579479043
  (0, 339)	0.7191490364837331"
B000068QOC,2,"  (0, 312)	0.6670464266221672
  (0, 694)	0.5956122487846894
  (0, 170)	0.44754342116519014"
0448417065,0,"  (0, 752)	0.8093962908113279
  (0, 755)	0.5872628410012539"
0809238403,0,
B00006G89B,1,"  (0, 99)	0.48633457514176437
  (0, 656)	0.5043944288744404
  (0, 809)	0.48633457514176437
  (0, 321)	0.522057106228606"
0333963415,0,"  (0, 876)	1.0"
1584790040,0,"  (0, 102)	0.5942593984933079
  (0, 370)	0.601654089036966
  (0, 341)	0.5337303855388695"
0152167234,0,"  (0, 207)	1.0"
0060194111,0,"  (0, 803)	1.0"
1930408048,0,"  (0, 100)	0.5984436478265144
  (0, 459)	0.8011649021119778"
0385297211,0,"  (0, 361)	1.0"
0271021179,0,"  (0, 377)	0.5577674246088576
  (0, 583)	0.581306450401723
  (0, 878)	0.4760944555404408
  (0, 543)	0.3525796082733697"
0061092029,0,"  (0, 371)	0.7227274314020266
  (0, 487)	0.6911331708860668"
0471400467,0,"  (0, 725)	0.4776567306289358
  (0, 704)	0.4595101331468274
  (0, 507)	0.43661854361571195
  (0, 41)	0.3986341306593564
  (0, 741)	0.4595101331468274"
0028643380,0,"  (0, 389)	0.5096141355432442
  (0, 14)	0.43727383623627647
  (0, 252)	0.31064476722310636
  (0, 585)	0.49400376827801623
  (0, 170)	0.3554196133704031
  (0, 359)	0.28674383856218627"
0761528172,0,"  (0, 16)	0.20546257624884176
  (0, 669)	0.2153325745945628
  (0, 71)	0.4502199667812242
  (0, 767)	0.20315025982700818
  (0, 540)	0.20315025982700818
  (0, 3)	0.40630051965401637
  (0, 423)	0.19450676994463056
  (0, 333)	0.20100325488185858
  (0, 252)	0.1334171291593025
  (0, 85)	0.3197483709000024
  (0, 382)	0.36035490046385266
  (0, 868)	0.36464891035415187"
0874777984,0,"  (0, 701)	1.0"
0785266666,0,"  (0, 220)	1.0"
0736903240,0,
0786705302,0,"  (0, 366)	1.0"
B000002L7R,1,"  (0, 207)	0.7723167329507078
  (0, 876)	0.6352376437242563"
B000002L79,1,
1582369003,0,"  (0, 322)	0.5551620135717978
  (0, 817)	0.5551620135717978
  (0, 744)	0.5099384942325506
  (0, 359)	0.3515010803307055"
0814479405,0,"  (0, 803)	1.0"
1578062918,0,"  (0, 733)	0.7877344489333691
  (0, 101)	0.6160149656977835"
0688177948,0,"  (0, 714)	0.5160861212358026
  (0, 127)	0.5454226971765378
  (0, 851)	0.5419423520829609
  (0, 449)	0.37744891560480476"
0738206946,0,"  (0, 781)	0.6686545169484751
  (0, 411)	0.6224684109230536
  (0, 100)	0.40673604999720614"
0385188501,0,"  (0, 130)	0.4941059269935963
  (0, 714)	0.8694017097463053"
0553293397,0,"  (0, 534)	0.7343912388930595
  (0, 770)	0.6787263868725877"
0918860555,0,"  (0, 72)	1.0"
0890420254,0,"  (0, 504)	0.7270546115560799
  (0, 792)	0.34025853678366175
  (0, 484)	0.5963352412535078"
0156961741,0,"  (0, 731)	1.0"
0764551736,0,"  (0, 241)	0.49180777854578467
  (0, 479)	0.48380363463833986
  (0, 871)	0.4939478948107113
  (0, 487)	0.5292207755603124"
0891348026,0,"  (0, 100)	0.6541806371182688
  (0, 170)	0.7563383462575038"
B000006SRS,1,
089480300X,0,"  (0, 445)	0.5355876995545932
  (0, 246)	0.5626398450479514
  (0, 68)	0.47753050269244496
  (0, 101)	0.4105445649969524"
078795019X,0,"  (0, 610)	0.6841672084858911
  (0, 176)	0.6307661701276621
  (0, 359)	0.36612739511692455"
0446529311,0,"  (0, 597)	0.6853680888021398
  (0, 343)	0.7281968022806076"
019512121X,0,"  (0, 616)	0.7064173762840812
  (0, 378)	0.4758256965335421
  (0, 352)	0.5239889283203264"
0439154049,0,"  (0, 362)	0.6212070809718853
  (0, 553)	0.7836464525220473"
0070030952,0,"  (0, 333)	1.0"
0060937785,0,"  (0, 41)	0.6668760947388401
  (0, 167)	0.7451686213642345"
B000003S15,1,
0684854066,0,
0761119396,0,"  (0, 540)	0.7526933217633242
  (0, 93)	0.6583712959819049"
1885003978,0,"  (0, 853)	0.5057699375708709
  (0, 469)	0.5287349694323699
  (0, 367)	0.43655289837498
  (0, 593)	0.5235051759718451"
0969803001,0,"  (0, 81)	0.8840969527272957
  (0, 359)	0.4673035182601453"
B000002U9U,1,"  (0, 576)	1.0"
0942237242,0,"  (0, 695)	0.6774613034813031
  (0, 815)	0.6261115852238743
  (0, 703)	0.38604464137436345"
0198751729,0,"  (0, 386)	0.41421204377807225
  (0, 793)	0.4865637916559968
  (0, 563)	0.4124984780679563
  (0, 522)	0.4865637916559968
  (0, 539)	0.42986595780486214"
0787960551,0,"  (0, 27)	0.3541616323819298
  (0, 158)	0.33879479171006005
  (0, 188)	0.3273171470261621
  (0, 74)	0.3326963520415773
  (0, 413)	0.34583492363937757
  (0, 254)	0.31815242474284444
  (0, 217)	0.33879479171006005
  (0, 437)	0.28348374602790694
  (0, 53)	0.2920052118100617
  (0, 703)	0.20181551279587523"
1858288487,0,"  (0, 360)	0.6475494159919869
  (0, 359)	0.7620234601693289"
0875421180,0,"  (0, 610)	0.8816894937031183
  (0, 359)	0.4718300930351294"
158017325X,0,"  (0, 754)	0.5948624220759954
  (0, 641)	0.5588085769208198
  (0, 120)	0.4847774949821279
  (0, 359)	0.31442400277405885"
0803937938,0,"  (0, 630)	0.6857561698481149
  (0, 505)	0.3045124541075041
  (0, 878)	0.2840465764004887
  (0, 657)	0.5969323104371465"
1559702141,0,"  (0, 0)	0.42854928586074065
  (0, 561)	0.42368093944547125
  (0, 869)	0.38728011744929036
  (0, 427)	0.35098516244420686
  (0, 870)	0.3670811723524838
  (0, 225)	0.3438327973458345
  (0, 265)	0.3327069549693756"
1569244936,0,"  (0, 276)	0.4345349483084477
  (0, 69)	0.8225354343437813
  (0, 98)	0.3668989478691125"
042518000X,0,"  (0, 565)	0.7005015840770195
  (0, 532)	0.7136508464967908"
0961472812,0,"  (0, 163)	0.8254136966037918
  (0, 58)	0.5645283247622422"
B00005UM4F,3,"  (0, 305)	0.5795364510086534
  (0, 292)	0.5795364510086534
  (0, 57)	0.5729528810509548"
0939837323,0,"  (0, 719)	1.0"
0517185016,0,"  (0, 857)	0.7154958756948981
  (0, 710)	0.6986169564672697"
3791327097,0,"  (0, 32)	0.769130781850132
  (0, 157)	0.6390914178821406"
0802465420,0,"  (0, 567)	0.8816894937031183
  (0, 359)	0.4718300930351294"
0793811031,0,
0451522516,0,"  (0, 713)	0.6940726491314277
  (0, 565)	0.5154165073198307
  (0, 150)	0.5026022102119216"
0451158717,0,
0814406262,0,"  (0, 359)	1.0"
1587622084,0,"  (0, 513)	0.46790838475352065
  (0, 333)	0.40868833758622597
  (0, 395)	0.42556447601294395
  (0, 118)	0.46790838475352065
  (0, 556)	0.4625929165384376"
0582368812,0,"  (0, 14)	0.5800324367308102
  (0, 31)	0.7026856150439739
  (0, 252)	0.41206225106213096"
0764505254,0,"  (0, 241)	0.5696025013015985
  (0, 507)	0.6090223973508063
  (0, 7)	0.5519462927097518"
0553342444,0,"  (0, 655)	0.6818905200986841
  (0, 171)	0.6314974153037638
  (0, 359)	0.3691020632077419"
0140390839,0,"  (0, 30)	1.0"
B0000024MU,1,"  (0, 841)	1.0"
0802436366,0,
0486282724,0,"  (0, 253)	0.5723872365978404
  (0, 802)	0.5996153041828431
  (0, 236)	0.5593159557616827"
